transect,id,x,y,scene,date,substrate_class,substrate_type,rao_div,caulerpa_sertularioides,rhodolith,turf,dictyota_sp,cyano,sand,cobble,sargassum,erect_alga,pocillopora_sp,porites_sp,pavona_sp,ttot
T2,10,567513.5959,2698142.946,spr_20161011,42654,mobile,rhodolith_bed,0.025965888,4,26,0,0,0,0,0,0,0,0,0,0,30
T2,11,568006.0923,2698295.385,spr_20161214,42718,mobile,rhodolith_bed,0.010790795,0,25,0,0,0,0,5,0,0,0,0,0,30
T2,11,568006.0923,2698295.385,spr_20161011,42654,mobile,rhodolith_bed,0.015211242,8,22,0,0,0,0,0,0,0,0,0,0,30
T2,12,568615.8496,2698553.359,spr_20161214,42718,mobile,rhodolith_bed,0.0059174,0,28,0,0,0,2,0,0,0,0,0,0,30
T2,12,568615.8496,2698553.359,spr_20161011,42654,mobile,rhodolith_bed,0.005733225,0,26,0,0,0,0,4,0,0,0,0,0,30
T2,13,569049.7154,2698740.977,spr_20161011,42654,mobile,fine_sand,0.007400603,0,0,0,0,24,6,0,0,0,0,0,0,30
T2,13,569049.7154,2698740.977,spr_20161214,42718,mobile,fine_sand,0.004505305,0,0,0,0,0,30,0,0,0,0,0,0,30
T2,14,569636.0206,2698905.142,spr_20161011,42654,mobile,fine_sand,0.020644706,0,0,0,0,6,24,0,0,0,0,0,0,30
T2,14,569636.0206,2698905.142,spr_20161214,42718,mobile,fine_sand,0.009431143,0,0,0,0,0,26,4,0,0,0,0,0,30
T2,15,569987.8037,2699092.76,spr_20161011,42654,mobile,rhodolith_bed,0.036113523,3,17,0,0,0,3,7,0,0,0,0,0,30
T2,15,569987.8037,2699092.76,spr_20161214,42718,mobile,rhodolith_bed,0.008855308,0,27,0,0,0,0,3,0,0,0,0,0,30
T2,16,570468.5739,2699233.473,spr_20161214,42718,mobile,rhodolith_bed,0.014730078,0,20,0,0,0,6,4,0,0,0,0,0,30
T2,16,570468.5739,2699233.473,spr_20161011,42654,mobile,caulerpa_bed,0.019150512,12,16,0,0,0,0,2,0,0,0,0,0,30
T2,17,570843.8092,2699350.734,spr_20161011,42654,mobile,fine_sand,0.015214804,0,0,0,0,0,30,0,0,0,0,0,0,30
T2,17,570843.8092,2699350.734,spr_20161214,42718,mobile,fine_sand,0.013680124,0,0,0,0,0,23,7,0,0,0,0,0,30
T2,19,567701.2136,2697603.545,spr_20161214,42718,mobile,rhodolith_bed,0.004987357,0,28,0,0,0,0,2,0,0,0,0,0,30
T2,19,567701.2136,2697603.545,spr_20161011,42654,mobile,caulerpa_bed,0.041072264,18,12,0,0,0,0,0,0,0,0,0,0,30
T2,20,568052.9967,2697720.806,spr_20161214,42718,mobile,coarse_sand,0.004649438,0,6,0,0,0,0,24,0,0,0,0,0,30
T2,20,568052.9967,2697720.806,spr_20161011,42654,mobile,coarse_sand,0.037961092,0,0,0,8,0,6,16,0,0,0,0,0,30
T2,21,568346.1493,2697838.067,spr_20161214,42718,mobile,fine_sand,0.004636589,0,0,0,0,2,28,0,0,0,0,0,0,30
T2,21,568346.1493,2697838.067,spr_20161011,42654,mobile,fine_sand,0.025821656,6,0,0,0,20,4,0,0,0,0,0,0,30
T2,22,568651.0279,2697955.328,spr_20161011,42654,mobile,caulerpa_bed,0.037920196,14,13,0,0,0,3,0,0,0,0,0,0,30
T2,22,568651.0279,2697955.328,spr_20161214,42718,mobile,fine_sand,0.005860853,0,0,0,0,0,30,0,0,0,0,0,0,30
T2,23,569049.7154,2698131.219,spr_20161214,42718,mobile,rhodolith_bed,0.017089698,0,27,0,0,0,3,0,0,0,0,0,0,30
T2,23,569049.7154,2698131.219,spr_20161011,42654,mobile,coarse_sand,0.053279486,9,8,0,0,2,5,6,0,0,0,0,0,30
T2,24,569518.7596,2698295.385,spr_20161214,42718,mobile,rhodolith_bed,0.008005762,0,24,0,0,0,6,0,0,0,0,0,0,30
T2,24,569518.7596,2698295.385,spr_20161011,42654,mobile,rhodolith_bed,0.060880791,9,12,0,0,4,2,3,0,0,0,0,0,30
T2,25,569940.8993,2698459.55,spr_20161214,42718,mobile,fine_sand,0.006322986,0,0,0,0,0,30,0,0,0,0,0,0,30
T2,25,569940.8993,2698459.55,spr_20161011,42654,mobile,fine_sand,0.051524054,0,0,0,0,13,10,7,0,0,0,0,0,30
T2,26,570351.3129,2698623.716,spr_20161011,42654,mobile,fine_sand,0.009252002,0,0,0,0,21,9,0,0,0,0,0,0,30
T2,26,570351.3129,2698623.716,spr_20161214,42718,mobile,fine_sand,0.009886376,0,0,0,0,0,21,9,0,0,0,0,0,30
T2,27,570703.096,2698717.525,spr_20161011,42654,mobile,fine_sand,0.019714002,0,0,0,0,6,20,4,0,0,0,0,0,30
T2,27,570703.096,2698717.525,spr_20161214,42718,mobile,fine_sand,0.01353532,0,9,0,0,0,21,0,0,0,0,0,0,30
T2,28,567783.2963,2697099.322,spr_20161214,42718,mobile,fine_sand,0.005906763,0,0,0,0,0,30,0,0,0,0,0,0,30
T2,28,567783.2963,2697099.322,spr_20161011,42654,mobile,fine_sand,0.013247106,0,0,0,0,4,20,6,0,0,0,0,0,30
T2,29,568264.0665,2697240.036,spr_20161214,42718,mobile,fine_sand,0.005092864,0,0,0,0,0,28,2,0,0,0,0,0,30
T2,29,568264.0665,2697240.036,spr_20161011,42654,mobile,fine_sand,0.037955187,0,0,0,0,8,15,7,0,0,0,0,0,30
T2,30,568627.5757,2697345.571,spr_20161011,42654,mobile,rhodolith_bed,0.025340443,8,17,0,0,0,5,0,0,0,0,0,0,30
T2,30,568627.5757,2697345.571,spr_20161214,42718,mobile,rhodolith_bed,0.004447675,0,25,0,0,0,2,3,0,0,0,0,0,30
T2,31,569108.346,2697509.736,spr_20161011,42654,mobile,coarse_sand,0.080629699,7,7,0,5,0,0,8,3,0,0,0,0,30
T2,31,569108.346,2697509.736,spr_20161214,42718,mobile,rhodolith_bed,0.021319907,0,22,0,0,0,4,4,0,0,0,0,0,30
T2,32,569507.0335,2697709.08,spr_20161214,42718,mobile,rhodolith_bed,0.012793772,0,25,0,0,0,3,2,0,0,0,0,0,30
T2,32,569507.0335,2697709.08,spr_20161011,42654,mobile,rhodolith_bed,0.061962206,8,12,0,0,0,4,6,0,0,0,0,0,30
T2,33,569870.5427,2697838.067,spr_20161214,42718,mobile,fine_sand,0.010931155,0,0,0,0,0,22,8,0,0,0,0,0,30
T2,33,569870.5427,2697838.067,spr_20161011,42654,mobile,fine_sand,0.03326733,0,0,0,0,7,12,11,0,0,0,0,0,30
T2,34,570175.4214,2698013.958,spr_20161011,42654,hard,rocky_outcrop,0.067582779,7,0,0,4,0,0,10,7,2,0,0,0,30
T2,34,570175.4214,2698013.958,spr_20161214,42718,mobile,coarse_sand,0.018479528,0,0,0,4,0,0,26,0,0,0,0,0,30
T2,35,570538.9306,2698154.672,spr_20161011,42654,mobile,fine_sand,0.003868211,0,0,0,0,6,24,0,0,0,0,0,0,30
T2,35,570538.9306,2698154.672,spr_20161214,42718,mobile,fine_sand,0.010543214,0,0,0,0,0,20,10,0,0,0,0,0,30
T2,36,570867.2614,2698318.837,spr_20161011,42654,mobile,fine_sand,0.007063353,0,0,0,0,6,24,0,0,0,0,0,0,30
T2,36,570867.2614,2698318.837,spr_20161214,42718,mobile,fine_sand,0.015911654,0,5,0,0,0,25,0,0,0,0,0,0,30
T2,38,568651.0279,2696841.348,spr_20161214,42718,mobile,fine_sand,0.003040497,0,0,0,0,2,28,0,0,0,0,0,0,30
T2,38,568651.0279,2696841.348,spr_20161011,42654,mobile,fine_sand,0.030017655,0,0,0,0,12,18,0,0,0,0,0,0,30
T2,39,569061.4416,2696899.979,spr_20161011,42654,mobile,fine_sand,0.037961889,5,6,0,0,0,19,0,0,0,0,0,0,30
T2,39,569061.4416,2696899.979,spr_20161214,42718,mobile,rhodolith_bed,0.008780153,0,24,0,0,0,6,0,0,0,0,0,0,30
T2,40,569483.5813,2697075.87,spr_20161011,42654,hard,rocky_outcrop,0.064060986,5,0,0,7,0,0,9,0,0,9,0,0,30
T2,40,569483.5813,2697075.87,spr_20161214,42718,hard,rocky_outcrop,0.017240876,0,0,15,0,0,0,0,0,0,15,0,0,30
T2,41,569718.1033,2697122.775,spr_20161011,42654,mobile,caulerpa_bed,0.032972302,17,13,0,0,0,0,0,0,0,0,0,0,30
T2,41,569718.1033,2697122.775,spr_20161214,42718,hard,rocky_outcrop,0.013822337,0,0,22,0,0,0,0,0,0,8,0,0,30
T2,42,570151.9691,2697310.392,spr_20161214,42718,mobile,fine_sand,0.006125155,0,4,0,0,0,26,0,0,0,0,0,0,30
T2,42,570151.9691,2697310.392,spr_20161011,42654,mobile,fine_sand,0.005030368,0,0,0,0,5,25,0,0,0,0,0,0,30
T2,43,570503.7522,2697732.532,spr_20161011,42654,hard,rocky_outcrop,0.046721518,0,0,8,0,0,0,0,4,0,5,13,0,30
T2,43,570503.7522,2697732.532,spr_20161214,42718,hard,rocky_outcrop,0.027073557,0,0,25,2,0,0,0,0,0,0,3,0,30
T2,44,570796.9048,2697767.71,spr_20161011,42654,mobile,fine_sand,0.004005832,0,0,0,0,12,18,0,0,0,0,0,0,30
T2,44,570796.9048,2697767.71,spr_20161214,42718,mobile,fine_sand,0.009474821,0,0,0,0,0,30,0,0,0,0,0,0,30
T2,45,571125.2357,2697826.341,spr_20161011,42654,mobile,fine_sand,0.009893284,0,2,0,0,8,20,0,0,0,0,0,0,30
T2,45,571125.2357,2697826.341,spr_20161214,42718,mobile,fine_sand,0.024504755,0,0,0,0,0,30,0,0,0,0,0,0,30
T2,47,568991.0849,2696395.756,spr_20161011,42654,mobile,rhodolith_bed,0.011366022,0,21,0,0,0,9,0,0,0,0,0,0,30
T2,47,568991.0849,2696395.756,spr_20161214,42718,mobile,rhodolith_bed,0.010766168,0,23,0,0,0,7,0,0,0,0,0,0,30
T2,48,569319.4158,2696466.113,spr_20161011,42654,mobile,rhodolith_bed,0.013765162,0,24,0,0,0,0,6,0,0,0,0,0,30
T2,48,569319.4158,2696466.113,spr_20161214,42718,mobile,rhodolith_bed,0.008586657,0,26,0,0,0,4,0,0,0,0,0,0,30
T2,49,569741.5555,2696571.648,spr_20161011,42654,mobile,fine_sand,0.009442409,0,6,0,0,24,0,0,0,0,0,0,0,30
T2,49,569741.5555,2696571.648,spr_20161214,42718,mobile,fine_sand,0.007759372,0,6,0,0,0,24,0,0,0,0,0,0,30
T2,50,570175.4214,2696677.183,spr_20161011,42654,mobile,fine_sand,0.012445215,0,0,0,0,1,29,0,0,0,0,0,0,30
T2,50,570175.4214,2696677.183,spr_20161214,42718,mobile,rhodolith_bed,0.006638296,0,18,0,0,0,12,0,0,0,0,0,0,30
T2,51,570527.2045,2696888.253,spr_20161011,42654,mobile,fine_sand,0.018896287,0,0,0,0,3,27,0,0,0,0,0,0,30
T2,51,570527.2045,2696888.253,spr_20161214,42718,mobile,fine_sand,0.007730421,0,5,0,0,0,25,0,0,0,0,0,0,30
T2,52,570843.8092,2697005.514,spr_20161011,42654,mobile,rhodolith_bed,0.007384357,0,27,0,0,3,0,0,0,0,0,0,0,30
T2,52,570843.8092,2697005.514,spr_20161214,42718,mobile,rhodolith_bed,0.007352159,0,24,0,0,0,0,6,0,0,0,0,0,30
T2,53,571148.6879,2697111.048,spr_20161011,42654,mobile,fine_sand,0.016230561,0,3,0,0,0,27,0,0,0,0,0,0,30
T2,53,571148.6879,2697111.048,spr_20161214,42718,mobile,coarse_sand,0.015718311,0,9,0,0,0,5,16,0,0,0,0,0,30
T2,54,571406.6622,2697204.857,spr_20161214,42718,mobile,rhodolith_bed,0.016849522,0,16,0,0,0,4,10,0,0,0,0,0,30
T2,54,571406.6622,2697204.857,spr_20161011,42654,mobile,fine_sand,0.007480111,0,0,0,0,0,28,2,0,0,0,0,0,30
T2,56,569178.7026,2695774.273,spr_20161011,42654,mobile,coarse_sand,0.004763831,0,0,0,0,3,3,24,0,0,0,0,0,30
T2,56,569178.7026,2695774.273,spr_20161214,42718,mobile,coarse_sand,0.010567781,0,0,0,0,0,0,30,0,0,0,0,0,30
T2,57,569483.5813,2695868.082,spr_20161011,42654,mobile,coarse_sand,0.007224246,0,5,0,0,0,0,25,0,0,0,0,0,30
T2,57,569483.5813,2695868.082,spr_20161214,42718,mobile,rhodolith_bed,0.012072059,0,26,0,0,0,0,4,0,0,0,0,0,30
T2,58,569940.8993,2695985.343,spr_20161011,42654,mobile,coarse_sand,0.00656705,0,0,0,0,0,4,26,0,0,0,0,0,30
T2,58,569940.8993,2695985.343,spr_20161214,42718,mobile,rhodolith_bed,0.008964803,0,16,0,0,0,4,10,0,0,0,0,0,30
T2,59,570386.4912,2696126.056,spr_20161011,42654,mobile,rhodolith_bed,0.007488813,0,24,0,0,0,0,6,0,0,0,0,0,30
T2,59,570386.4912,2696126.056,spr_20161214,42718,mobile,fine_sand,0.01857736,0,5,0,0,22,0,3,0,0,0,0,0,30
T2,60,570773.4526,2696255.043,spr_20161214,42718,mobile,coarse_sand,0.011577269,0,2,0,0,0,5,23,0,0,0,0,0,30
T2,60,570773.4526,2696255.043,spr_20161011,42654,mobile,coarse_sand,0.003556975,0,0,0,0,0,6,24,0,0,0,0,0,30
T2,61,571172.1401,2696395.756,spr_20161214,42718,mobile,coarse_sand,0.007011244,0,0,0,0,0,5,25,0,0,0,0,0,30
T2,61,571172.1401,2696395.756,spr_20161011,42654,mobile,fine_sand,0.006876178,0,0,0,0,0,24,6,0,0,0,0,0,30
T2,62,571606.0059,2696536.469,spr_20161214,42718,mobile,rhodolith_bed,0.032063339,0,23,0,0,0,3,4,0,0,0,0,0,30
T2,62,571606.0059,2696536.469,spr_20161011,42654,mobile,fine_sand,0.016734516,0,0,0,0,0,30,0,0,0,0,0,0,30
T2,64,569424.9508,2695258.324,spr_20161214,42718,mobile,coarse_sand,0.005698382,0,5,0,0,0,5,20,0,0,0,0,0,30
T2,64,569424.9508,2695258.324,spr_20161011,42654,mobile,coarse_sand,0.003377077,0,3,0,0,0,0,27,0,0,0,0,0,30
T2,65,569765.0077,2695363.859,spr_20161214,42718,mobile,rhodolith_bed,0.010578625,0,24,0,0,0,3,3,0,0,0,0,0,30
T2,65,569765.0077,2695363.859,spr_20161011,42654,mobile,rhodolith_bed,0.008900501,0,21,0,0,4,0,5,0,0,0,0,0,30
T2,66,570187.1475,2695469.394,spr_20161011,42654,mobile,caulerpa_bed,0.007218745,26,4,0,0,0,0,0,0,0,0,0,0,30
T2,66,570187.1475,2695469.394,spr_20161214,42718,mobile,rhodolith_bed,0.062806644,0,19,0,0,0,2,4,0,5,0,0,0,30
T2,67,570597.5611,2695598.381,spr_20161011,42654,mobile,coarse_sand,0.012511044,0,0,0,0,6,0,24,0,0,0,0,0,30
T2,67,570597.5611,2695598.381,spr_20161214,42718,mobile,coarse_sand,0.009122682,0,0,0,0,0,8,22,0,0,0,0,0,30
T2,68,571125.2357,2695680.464,spr_20161011,42654,mobile,coarse_sand,0.007856712,0,0,0,0,0,0,24,0,6,0,0,0,30
T2,68,571125.2357,2695680.464,spr_20161214,42718,mobile,rhodolith_bed,0.008255193,0,24,0,0,0,3,3,0,0,0,0,0,30
T2,69,571500.471,2695774.273,spr_20161214,42718,mobile,coarse_sand,0.00596263,0,4,0,0,0,0,26,0,0,0,0,0,30
T2,69,571500.471,2695774.273,spr_20161011,42654,mobile,rhodolith_bed,0.008409611,0,21,0,0,0,0,9,0,0,0,0,0,30
T2,70,571828.8019,2695914.986,spr_20161011,42654,mobile,fine_sand,0.006285722,0,0,0,0,25,0,5,0,0,0,0,0,30
T2,70,571828.8019,2695914.986,spr_20161214,42718,mobile,coarse_sand,0.012130265,0,3,0,0,0,0,27,0,0,0,0,0,30
T2,72,569589.1162,2694742.376,spr_20161011,42654,mobile,rhodolith_bed,0.005193784,0,25,0,0,0,0,5,0,0,0,0,0,30
T2,72,569589.1162,2694742.376,spr_20161214,42718,mobile,rhodolith_bed,0.004241049,0,26,0,0,0,0,4,0,0,0,0,0,30
T2,73,570105.0647,2694918.267,spr_20161214,42718,mobile,coarse_sand,0.006917,0,3,0,0,0,0,27,0,0,0,0,0,30
T2,73,570105.0647,2694918.267,spr_20161011,42654,mobile,coarse_sand,0.077336155,7,6,0,3,6,3,5,0,0,0,0,0,30
T2,74,570562.3828,2695058.98,spr_20161011,42654,mobile,rhodolith_bed,0.01197574,7,16,0,0,0,0,7,0,0,0,0,0,30
T2,74,570562.3828,2695058.98,spr_20161214,42718,mobile,coarse_sand,0.003416908,0,7,0,0,0,0,23,0,0,0,0,0,30
T2,75,570914.1659,2695223.146,spr_20161214,42718,mobile,fine_sand,0.005494034,0,0,0,0,0,24,6,0,0,0,0,0,30
T2,75,570914.1659,2695223.146,spr_20161011,42654,mobile,caulerpa_bed,0.005659954,24,3,0,0,0,0,3,0,0,0,0,0,30
T2,76,571312.8534,2695340.407,spr_20161011,42654,mobile,coarse_sand,0.007910122,2,2,0,0,0,0,26,0,0,0,0,0,30
T2,76,571312.8534,2695340.407,spr_20161214,42718,mobile,rhodolith_bed,0.017014889,0,19,0,0,0,0,11,0,0,0,0,0,30
T2,77,571676.3626,2695410.764,spr_20161214,42718,mobile,coarse_sand,0.014390187,0,6,0,0,0,0,20,0,4,0,0,0,30
T2,77,571676.3626,2695410.764,spr_20161011,42654,mobile,fine_sand,0.003699556,0,0,0,0,0,24,6,0,0,0,0,0,30
T2,78,572075.0501,2695516.298,spr_20161011,42654,mobile,fine_sand,0.008078425,0,0,0,0,0,21,9,0,0,0,0,0,30
T2,78,572075.0501,2695516.298,spr_20161214,42718,mobile,fine_sand,0.016101109,0,0,0,0,0,17,13,0,0,0,0,0,30
T2,80,569718.1033,2694378.866,spr_20161214,42718,mobile,coarse_sand,0.003238361,0,2,0,0,0,0,28,0,0,0,0,0,30
T2,80,569718.1033,2694378.866,spr_20161011,42654,mobile,fine_sand,0.004732919,0,0,0,0,0,26,4,0,0,0,0,0,30
T2,81,570187.1475,2694613.389,spr_20161011,42654,mobile,caulerpa_bed,0.028240891,22,4,0,0,0,0,4,0,0,0,0,0,30
T2,81,570187.1475,2694613.389,spr_20161214,42718,mobile,rhodolith_bed,0.009738648,0,26,0,0,0,0,4,0,0,0,0,0,30
T2,82,570714.8221,2694707.197,spr_20161011,42654,mobile,caulerpa_bed,0.021825781,14,12,0,0,0,0,4,0,0,0,0,0,30
T2,82,570714.8221,2694707.197,spr_20161214,42718,mobile,coarse_sand,0.00499806,0,2,0,0,0,0,28,0,0,0,0,0,30
T2,83,571136.9618,2694906.541,spr_20161011,42654,mobile,rhodolith_bed,0.006583198,3,24,0,0,0,0,3,0,0,0,0,0,30
T2,83,571136.9618,2694906.541,spr_20161214,42718,mobile,coarse_sand,0.00880764,0,2,0,0,0,2,26,0,0,0,0,0,30
T2,84,571617.732,2695047.254,spr_20161214,42718,mobile,coarse_sand,0.0132458,0,5,0,0,0,0,12,0,13,0,0,0,30
T2,84,571617.732,2695047.254,spr_20161011,42654,mobile,rhodolith_bed,0.006546674,6,24,0,0,0,0,0,0,0,0,0,0,30
T2,85,572133.6806,2695117.611,spr_20161214,42718,mobile,rhodolith_bed,0.019021481,0,21,0,0,0,1,8,0,0,0,0,0,30
T2,85,572133.6806,2695117.611,spr_20161011,42654,mobile,caulerpa_bed,0.013340866,19,11,0,0,0,0,0,0,0,0,0,0,30
T2,87,569870.5427,2693945.001,spr_20161011,42654,mobile,rhodolith_bed,0.029798636,8,12,0,0,0,0,10,0,0,0,0,0,30
T2,87,569870.5427,2693945.001,spr_20161214,42718,mobile,rhodolith_bed,0.009166081,0,23,0,0,0,0,7,0,0,0,0,0,30
T2,88,570292.6824,2694097.44,spr_20161214,42718,hard,rocky_outcrop,0.007823045,0,0,24,0,0,0,0,0,0,6,0,0,30
T2,88,570292.6824,2694097.44,spr_20161011,42654,hard,rocky_outcrop,0.033807136,0,0,20,2,0,0,0,0,0,8,0,0,30
T2,89,570750.0004,2694367.14,spr_20161214,42718,hard,rocky_outcrop,0.010764286,0,0,22,3,0,0,0,0,5,0,0,0,30
T2,89,570750.0004,2694367.14,spr_20161011,42654,mobile,caulerpa_bed,0.01179945,27,3,0,0,0,0,0,0,0,0,0,0,30
T2,90,571254.2228,2694601.662,spr_20161011,42654,mobile,caulerpa_bed,0.01167436,24,0,0,0,0,0,6,0,0,0,0,0,30
T2,90,571254.2228,2694601.662,spr_20161214,42718,mobile,coarse_sand,0.003148435,0,0,0,0,0,12,18,0,0,0,0,0,30
T2,92,572239.2155,2694742.376,spr_20161011,42654,mobile,fine_sand,0.007792045,0,0,0,0,5,25,0,0,0,0,0,0,30
T2,92,572239.2155,2694742.376,spr_20161214,42718,mobile,fine_sand,0.00999915,0,0,0,0,0,30,0,0,0,0,0,0,30
T2,93,569741.5555,2693358.695,spr_20161214,42718,mobile,rhodolith_bed,0.004318821,0,24,0,0,0,0,6,0,0,0,0,0,30
T2,93,569741.5555,2693358.695,spr_20161011,42654,mobile,coarse_sand,0.010309961,6,0,0,0,0,0,24,0,0,0,0,0,30
T2,94,570187.1475,2693546.313,spr_20161011,42654,mobile,coarse_sand,0.026170308,0,0,6,2,0,0,14,8,0,0,0,0,30
T2,94,570187.1475,2693546.313,spr_20161214,42718,mobile,coarse_sand,0.00738278,0,0,8,0,0,0,20,0,0,2,0,0,30
T2,95,570574.1089,2693804.287,spr_20161214,42718,hard,rocky_outcrop,0.014792129,0,0,24,0,0,0,0,0,0,4,2,0,30
T2,95,570574.1089,2693804.287,spr_20161011,42654,hard,rocky_outcrop,0.018458271,0,0,19,4,0,0,0,0,2,3,2,0,30
T2,96,570949.3442,2693968.453,spr_20161011,42654,mobile,rhodolith_bed,0.056332987,5,10,0,0,0,0,6,0,9,0,0,0,30
T2,96,570949.3442,2693968.453,spr_20161214,42718,mobile,rhodolith_bed,0.009913605,0,23,0,0,0,0,3,0,4,0,0,0,30
T2,98,571910.8846,2694390.593,spr_20161011,42654,mobile,rhodolith_bed,0.014628231,0,23,0,0,0,3,4,0,0,0,0,0,30
T2,98,571910.8846,2694390.593,spr_20161214,42718,mobile,fine_sand,0.006374808,0,2,0,0,0,26,2,0,0,0,0,0,30
T2,99,572415.1071,2694449.223,spr_20161011,42654,mobile,coarse_sand,0.003647806,0,0,0,0,0,2,28,0,0,0,0,0,30
T2,99,572415.1071,2694449.223,spr_20161214,42718,hard,rocky_outcrop,0.008717073,0,0,25,0,0,0,0,0,0,5,0,0,30
T2,100,572954.5078,2694460.949,spr_20161011,42654,hard,rocky_outcrop,0.005071331,0,0,26,0,0,0,0,0,4,0,0,0,30
T2,100,572954.5078,2694460.949,spr_20161214,42718,hard,rocky_outcrop,0.007579532,0,0,16,0,0,0,8,0,0,6,0,0,30
T3,1,566563.7816,2698471.276,spr_20161011,42654,mobile,fine_sand,0.007091296,0,0,0,0,0,20,10,0,0,0,0,0,30
T3,1,566563.7816,2698471.276,spr_20161214,42718,mobile,fine_sand,0.054708149,0,4,0,0,2,18,6,0,0,0,0,0,30
T3,2,567114.9084,2698705.799,spr_20161214,42718,mobile,fine_sand,0.015496053,0,0,0,0,4,26,0,0,0,0,0,0,30
T3,2,567114.9084,2698705.799,spr_20161011,42654,mobile,fine_sand,0.007521947,0,0,0,0,1,29,0,0,0,0,0,0,30
T3,3,567619.1309,2698799.607,spr_20161011,42654,mobile,fine_sand,0.012060182,0,0,0,0,0,26,4,0,0,0,0,0,30
T3,3,567619.1309,2698799.607,spr_20161214,42718,mobile,fine_sand,0.011882609,0,0,0,0,2,28,0,0,0,0,0,0,30
T3,4,568709.6585,2699233.473,spr_20161011,42654,mobile,fine_sand,0.015006595,0,0,0,0,0,22,8,0,0,0,0,0,30
T3,4,568709.6585,2699233.473,spr_20161214,42718,mobile,fine_sand,0.008205784,0,0,0,0,5,15,10,0,0,0,0,0,30
T3,5,569178.7026,2699514.9,spr_20161214,42718,mobile,fine_sand,0.007724036,0,0,0,0,0,28,2,0,0,0,0,0,30
T3,5,569178.7026,2699514.9,spr_20161011,42654,mobile,coarse_sand,0.017605841,0,12,0,0,0,0,18,0,0,0,0,0,30
T3,6,569624.2945,2699725.969,spr_20161214,42718,mobile,rhodolith_bed,0.00882348,0,18,0,0,0,6,6,0,0,0,0,0,30
T3,6,569624.2945,2699725.969,spr_20161011,42654,mobile,fine_sand,0.006157222,0,0,0,0,2,28,0,0,0,0,0,0,30
T3,7,570151.9691,2699937.039,spr_20161011,42654,mobile,fine_sand,0.02265385,0,0,0,0,6,22,2,0,0,0,0,0,30
T3,7,570151.9691,2699937.039,spr_20161214,42718,mobile,fine_sand,0.011198614,0,0,0,0,8,21,1,0,0,0,0,0,30
T3,8,570785.1787,2700206.74,spr_20161011,42654,mobile,fine_sand,0.047877233,0,2,0,0,2,24,2,0,0,0,0,0,30
T3,8,570785.1787,2700206.74,spr_20161214,42718,mobile,rhodolith_bed,0.053551666,0,18,0,0,0,9,3,0,0,0,0,0,30
T3,10,567513.5959,2698142.946,spr_20161214,42718,mobile,rhodolith_bed,0.018322807,0,13,0,0,0,17,0,0,0,0,0,0,30
T3,10,567513.5959,2698142.946,spr_20161011,42654,mobile,caulerpa_bed,0.025965888,16,14,0,0,0,0,0,0,0,0,0,0,30
T3,11,568006.0923,2698295.385,spr_20161214,42718,mobile,fine_sand,0.010790795,0,0,0,0,0,30,0,0,0,0,0,0,30
T3,11,568006.0923,2698295.385,spr_20161011,42654,mobile,rhodolith_bed,0.015211242,12,18,0,0,0,0,0,0,0,0,0,0,30
T3,12,568615.8496,2698553.359,spr_20161214,42718,mobile,fine_sand,0.0059174,0,0,0,0,9,21,0,0,0,0,0,0,30
T3,12,568615.8496,2698553.359,spr_20161011,42654,mobile,fine_sand,0.005733225,0,0,0,0,0,24,6,0,0,0,0,0,30
T3,13,569049.7154,2698740.977,spr_20161011,42654,mobile,fine_sand,0.007400603,0,2,0,0,0,28,0,0,0,0,0,0,30
T3,13,569049.7154,2698740.977,spr_20161214,42718,mobile,fine_sand,0.004505305,0,0,0,0,2,28,0,0,0,0,0,0,30
T3,14,569636.0206,2698905.142,spr_20161011,42654,mobile,fine_sand,0.020644706,0,0,0,0,0,30,0,0,0,0,0,0,30
T3,14,569636.0206,2698905.142,spr_20161214,42718,mobile,fine_sand,0.009431143,0,0,0,0,0,24,6,0,0,0,0,0,30
T3,15,569987.8037,2699092.76,spr_20161011,42654,mobile,rhodolith_bed,0.036113523,4,12,0,0,0,0,14,0,0,0,0,0,30
T3,15,569987.8037,2699092.76,spr_20161214,42718,mobile,coarse_sand,0.008855308,0,6,0,0,0,0,24,0,0,0,0,0,30
T3,16,570468.5739,2699233.473,spr_20161214,42718,mobile,fine_sand,0.014730078,0,0,0,0,0,25,5,0,0,0,0,0,30
T3,16,570468.5739,2699233.473,spr_20161011,42654,mobile,fine_sand,0.019150512,0,0,0,0,16,14,0,0,0,0,0,0,30
T3,17,570843.8092,2699350.734,spr_20161011,42654,mobile,fine_sand,0.015214804,0,0,0,0,2,28,0,0,0,0,0,0,30
T3,17,570843.8092,2699350.734,spr_20161214,42718,mobile,coarse_sand,0.013680124,0,0,0,0,0,7,23,0,0,0,0,0,30
T3,19,567701.2136,2697603.545,spr_20161214,42718,mobile,rhodolith_bed,0.004987357,0,25,0,0,0,5,0,0,0,0,0,0,30
T3,19,567701.2136,2697603.545,spr_20161011,42654,mobile,caulerpa_bed,0.041072264,12,12,0,0,0,0,6,0,0,0,0,0,30
T3,20,568052.9967,2697720.806,spr_20161214,42718,mobile,rhodolith_bed,0.004649438,0,16,0,0,0,0,14,0,0,0,0,0,30
T3,20,568052.9967,2697720.806,spr_20161011,42654,mobile,caulerpa_bed,0.037961092,14,0,2,8,0,0,6,0,0,0,0,0,30
